"File","#","Names","Japanese","English"
"Twn/13/01/110.dat","188","Announcer","エルマーナ選手たちの栄誉を称え
特別に報酬が与えられます！","Hermana’s party, in recognition of your 
achievements, here’s your special reward!"
"Twn/13/01/110.dat","194","Announcer","コンウェイ選手たちの栄誉を称え
特別に報酬が与えられます！","Kongwei’s party, in recognition of your 
achievements, here’s your special reward!"
"Twn/13/01/110.dat","200","Announcer","キュキュ選手たちの栄誉を称え
特別に報酬が与えられます！","QQ’s party, in recognition of your 
achievements, here’s your special reward!"
"Twn/13/01/110.dat","221","Announcer","乱入者には 参加賞として
特別にミソが与えられます！","Exceptionnally, the intruders will receive Miso as a
participation prize!"
"Twn/13/01/110.dat","226","Kohaku","やったね お兄ちゃん！
焼きミソおにぎり いっぱい作ろうね！","We did it Hisui!
Let’s make lots of yaki-miso onigiri!"
"Twn/13/01/110.dat","233","Hisui","コハクの好きな{fixed}『{variable}さくらんぼ』入りでな","With your favorite “cherries.”"
"Twn/13/01/110.dat","237","Kohaku","うん！","Yeah!"
"Twn/13/01/110.dat","241","Announcer","素晴らしい勝負を ありがとう！
オレたちは この勝負を忘れないだろう！","Thank you for this magnificient fight!
We shall remember this fight for a long time!"
"Twn/13/01/110.dat","245","Announcer","チャレンジャーと乱入者に
今一度 盛大なる拍手を！！","Let’s give them a big round of applause !!"
"Twn/13/01/110.dat","430","Announcer","おーっと ここまでか！
チャレンジャー立ち上がれない！！","Is this it? The challenger can’t get up!!"
"Twn/13/01/110.dat","436","Hisui","俺たち兄妹に 勝てるかよ","You can’t beat our sibling combination!"
"Twn/13/01/110.dat","439","Kohaku","ふたりなら負けないよ","Together, we’re unbeatable!"
"Twn/13/01/110.dat","444","Kohaku","これが わたしたちの力だよ","This is our power!"
"Twn/13/01/110.dat","447","Hisui","だな
俺たち兄妹に敵なしだぜ","Damn right!
No one can win against us siblings!"
"Twn/13/02/100.dat","13","Receptionist","ムッフッフッフ よく来たな
ここは 転遷闘技場アキレアだ","Mwahahah.
Welcome to the Wandering Arena, Achillea!"
"Twn/13/02/100.dat","16","Receptionist","お前たち 闘技場は初めてだろう？
そんな顔をしているぞ
ここの説明は聞くか？","You’ve never been in our arena before, right? 
You’ve got that look on your face. Want me to 
explain how this place works for you."
"Twn/13/02/100.dat","20/0","","聞く","Yes"
"Twn/13/02/100.dat","20/1","","聞かない","No"
"Twn/13/02/100.dat","22","Receptionist","この闘技場ではな アイテムの使用
及び 料理と逃走が禁止されている","During the matches you can’t use items or cook. 
And also... heheheh, you can’t leave once the 
tournament begins!"
"Twn/13/02/100.dat","25","Receptionist","まっ アイテムに頼らず
己の腕のみで 戦い抜けってこった
ムッフッフ 闘技場らしいだろ？","The tournament is a place to test your skills, so
of course items would be banned.
That’s the way of the arena. Mwahahaha!"
"Twn/13/02/100.dat","28","Receptionist","おっと 言い忘れるところだった
料理はな 事前に食べたからといって
効果は発揮されないからな 注意しろ","Oh, I almost forgot. Even if you eat food 
beforehand, its effects won’t be applied, so 
be careful."
"Twn/13/02/100.dat","31","Receptionist","それで闘技場に参加するにはだな…
まず 参加するコースを決めるんだ","So, to join the arena...
First, decide which course you want to tackle."
"Twn/13/02/100.dat","34","Receptionist","シングルは その名の通り一人で戦う
誰を参加させるか 選べるぞ","“Single”, as the name implies, means you can
only choose one party member to participate."
"Twn/13/02/100.dat","37","Receptionist","パーティーは 現在セットされている
戦闘参加キャラが そのまま反映されるから
気をつけろよ","“Party” means you can choose up to 4 party
members to participate in the fight.
Choose them wisely. "
"Twn/13/02/100.dat","40","Receptionist","これらのコースはな ５回勝ち抜けば
そのランクを制覇したことになって
クラスに応じた賞品が 与えられる","You’ll only unlock the next difficulty and win the
prize if you win five matches in a row."
"Twn/13/02/100.dat","43","Receptionist","そうそう 仮に負けちまっても
ゲームオーバーにはならねぇから安心しろ","Don’t worry if you lose. Being defeated in battle
here won’t give you a Game Over."
"Twn/13/02/100.dat","48","Receptionist","エクストラは… 自分の目で確かめてみな
そっちの方が早いからな","As for the extra battle... I’ll let you see it for
yourself, it’ll be quicker that way."
"Twn/13/02/100.dat","52","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/02/100.dat","57","Receptionist","聞きたくなったら いつでも聞いてくれ
それで 今日はどうするんだ？","Whenever you need another explanation, feel free
to ask anytime. So what will it be today?"
"Twn/13/02/100.dat","77","Receptionist","ムッフッフ おまえら
上級に 挑戦できるようになったぞ","Mwahahah. Looks like you’re ready for the 
Advanced rank!"
"Twn/13/02/100.dat","80","Receptionist","中級をクリアしていたら 挑めるからな
この調子で どんどん高みを目指してくれ","Since you’ve passed Intermediate rank, you’re
ready for the next rank! Keep up the good work!"
"Twn/13/02/100.dat","83","Receptionist","おぉっと そうそう
それだけじゃなく エクストラも
挑戦できるようになったからな！","Oh yeah, you can now try the Extra Course too!"
"Twn/13/02/100.dat","86","Receptionist","エクストラは一回戦のみの
パーティーバトルだが 詳しい内容は秘密だ","Extras are one-round party battles, but the details
are a secret."
"Twn/13/02/100.dat","89","Receptionist","気になるなら 自分の目で確かめてみな
ただし 準備は しっかりやっとけよ","If you’re curious, try it out! Just make sure you’re
fully prepared."
"Twn/13/02/100.dat","92","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/02/100.dat","100","Receptionist","ムッフッフ おまえら
中級に 挑戦できるようになったぞ","Mwahahah. Looks like you’re ready for the 
Intermediate rank!"
"Twn/13/02/100.dat","103","Receptionist","初級をクリアしていたら 挑めるからな
この調子で どんどん高みを目指してくれ","Since you’ve passed Beginner rank, you’re ready
for the next rank! Keep up the good work!"
"Twn/13/02/100.dat","106","Receptionist","おぉっと そうそう
それだけじゃなく エクストラも
挑戦できるようになったからな！","Oh yeah, you can now try the Extra Course too!"
"Twn/13/02/100.dat","109","Receptionist","エクストラは一回戦のみの
パーティーバトルだが 詳しい内容は秘密だ","Extras are one-round party battles, but the details
are a secret."
"Twn/13/02/100.dat","112","Receptionist","気になるなら 自分の目で確かめてみな
ただし 準備は しっかりやっとけよ","If you’re curious, try it out! Just make sure you’re
fully prepared."
"Twn/13/02/100.dat","115","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/02/100.dat","122","Receptionist","ムッフッフ お前たち
今日からエクストラに
挑戦できるようになったぞ！","Mwahahaha! Starting today, you can take on the
Extra Course!
Are you ready to take on the challenge!?"
"Twn/13/02/100.dat","125","Receptionist","エクストラは一回戦のみの
パーティーバトルだが 詳しい内容は秘密だ","Extras are one-round party battles, but the details
are a secret."
"Twn/13/02/100.dat","128","Receptionist","気になるなら 自分の目で確かめてみな
ただし 準備は しっかりやっとけよ","If you’re curious, try it out! Just make sure you’re
fully prepared."
"Twn/13/02/100.dat","131","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/02/100.dat","138","Receptionist","ムッフッフ 喜べ
上級に 挑戦できるようになったぞ","Mwahahah. Congratz!
You’re ready for the Advanced rank!"
"Twn/13/02/100.dat","141","Receptionist","中級をクリアしていたら 挑めるからな
この調子で どんどん高みを目指してくれ","Since you’ve passed Intermediate rank, you’re
ready for the next rank! Keep up the good work!"
"Twn/13/02/100.dat","144","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/02/100.dat","151","Receptionist","ムッフッフ 喜べ
中級に 挑戦できるようになったぞ","Mwahahah. Congratz!
You’re ready for the Intermediate rank!"
"Twn/13/02/100.dat","154","Receptionist","初級をクリアしていたら 挑めるからな
この調子で どんどん高みを目指してくれ","Since you’ve passed Beginner rank, you’re ready
for the next rank! Keep up the good work!"
"Twn/13/02/100.dat","157","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/02/100.dat","163","Receptionist","よく来たな
それで 今日はどうするんだ？","You’re back! So what will it be today?"
"Twn/13/02/100.dat","169/0","","参加する","Participate"
"Twn/13/02/100.dat","169/1","","説明を聞く","How does it work?"
"Twn/13/02/100.dat","169/2","","やめる","Leave"
"Twn/13/02/100.dat","171","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/02/100.dat","176","Receptionist","戦いたくなったら また来るがいい
いつでも 待ってるぜ","Come talk to me when you feel like entering the
arena. I’ll be here."
"Twn/13/02/100.dat","183","Receptionist","それで どのコースにするんだ？","Which course do you wanna participate in?"
"Twn/13/02/100.dat","189/0","","シングル","Single"
"Twn/13/02/100.dat","189/1","","パーティー","Party"
"Twn/13/02/100.dat","189/2","","前に戻る","Go back"
"Twn/13/02/100.dat","192/0","","シングル","Single"
"Twn/13/02/100.dat","192/1","","パーティー","Party"
"Twn/13/02/100.dat","192/2","","エクストラ","Extra"
"Twn/13/02/100.dat","192/3","","前に戻る","Go back"
"Twn/13/02/100.dat","200","Receptionist","誰が参加するんだ？","Who’s going in?"
"Twn/13/02/100.dat","262","Receptionist","どのランクにするんだ？","What rank do you wanna participate in?"
"Twn/13/02/100.dat","271/0","","初級 ５０ガルド","Beginner - 50 Gald"
"Twn/13/02/100.dat","271/1","","前に戻る","Go back"
"Twn/13/02/100.dat","277/0","","初級 ５０ガルド","Beginner - 50 Gald"
"Twn/13/02/100.dat","277/1","","中級 ５００ガルド","Intermediate - 500 Gald"
"Twn/13/02/100.dat","277/2","","前に戻る","Go back"
"Twn/13/02/100.dat","283/0","","初級 ５０ガルド","Beginner - 50 Gald"
"Twn/13/02/100.dat","283/1","","中級 ５００ガルド","Intermediate - 500 Gald"
"Twn/13/02/100.dat","283/2","","上級 １０００ガルド","Advanced - 1000 Gald"
"Twn/13/02/100.dat","283/3","","前に戻る","Go back"
"Twn/13/02/100.dat","289/0","","初級 ５０ガルド","Beginner - 50 Gald"
"Twn/13/02/100.dat","289/1","","中級 ５００ガルド","Intermediate - 500 Gald"
"Twn/13/02/100.dat","289/2","","上級 １０００ガルド","Advanced - 1000 Gald"
"Twn/13/02/100.dat","289/3","","スペシャル ２０００ガルド","Special - 2000 Gald"
"Twn/13/02/100.dat","289/4","","前に戻る","Go back"
"Twn/13/02/100.dat","323/0","","初級 １００ガルド","Beginner - 100 Gald"
"Twn/13/02/100.dat","323/1","","前に戻る","Go back"
"Twn/13/02/100.dat","329/0","","初級 １００ガルド","Beginner - 100 Gald"
"Twn/13/02/100.dat","329/1","","中級 １０００ガルド","Intermediate - 1000 Gald"
"Twn/13/02/100.dat","329/2","","前に戻る","Go back"
"Twn/13/02/100.dat","335/0","","初級 １００ガルド","Beginner - 100 Gald"
"Twn/13/02/100.dat","335/1","","中級 １０００ガルド","Intermediate - 1000 Gald"
"Twn/13/02/100.dat","335/2","","上級 ２０００ガルド","Advanced - 2000 Gald"
"Twn/13/02/100.dat","335/3","","前に戻る","Go back"
"Twn/13/02/100.dat","341/0","","初級 １００ガルド","Beginner - 100 Gald"
"Twn/13/02/100.dat","341/1","","中級 １０００ガルド","Intermediate - 1000 Gald"
"Twn/13/02/100.dat","341/2","","上級 ２０００ガルド","Advanced - 2000 Gald"
"Twn/13/02/100.dat","341/3","","スペシャル ４０００ガルド","Special - 4000 Gald"
"Twn/13/02/100.dat","341/4","","前に戻る","Go back"
"Twn/13/02/100.dat","371","Receptionist","おいおい 戦える体じゃねぇぞ？
一度 宿にでも行って 出直してきな","Whoa whoa whoa - you aren’t fit to fight right now.
Come back after visiting an inn, okay?"
"Twn/13/02/100.dat","379","Receptionist","おいおい 金が足りねぇみたいだ
一度 出直してきな","Hold up, you don’t have enough money.
Come back after saving more gald."
"Twn/13/02/100.dat","392","Receptionist","どいつと戦うんだ？","Who are you going to fight?"
"Twn/13/02/100.dat","398/0","","アルベール １万ガルド","Albert - 10000 Gald"
"Twn/13/02/100.dat","398/1","","シアン １万ガルド","Sian - 10000 Gald"
"Twn/13/02/100.dat","398/2","","チトセ １万ガルド","Chitose - 10000 Gald"
"Twn/13/02/100.dat","398/3","","ハスタ １万ガルド","Hasta - 10000 Gald"
"Twn/13/02/100.dat","398/4","","ガードル １万ガルド","Gardle - 10000 Gald"
"Twn/13/02/100.dat","398/5","","前に戻る","Go back"
"Twn/13/02/100.dat","429","Receptionist","ムッフッフッフッフ
準備はいいな？
では 健闘を祈る","Mwahahah. You ready? May the odds be ever in 
your favor!"
"Twn/13/02/101.dat","39","Receptionist","ムッフッフ
まさか 乱入者を倒すとはな","Mwahaha. Who would’ve thought you’d defeat 
the intruder."
"Twn/13/02/101.dat","42","Receptionist","これからは スペシャルランクとして
あいつと戦えるぜ","From now on, you’ll be able to refight them
at the special rank battles."
"Twn/13/02/101.dat","45","Receptionist","おまえたちの勇姿 また見せてくれよ
待ってるぜ！","Come back again to show me how tough you are.
I’ll be waiting!"
"Twn/13/02/101.dat","52","Receptionist","ムッフッフ
まさか 乱入者を倒すとはな","Mwahaha. Who would’ve thought you’d defeat 
the intruder."
"Twn/13/02/101.dat","55","Receptionist","これからは スペシャルランクとして
あいつらと戦えるぜ","From now on, you’ll be able to refight them
at the special rank battles."
"Twn/13/02/101.dat","58","Receptionist","おまえたちの勇姿 また見せてくれよ
待ってるぜ！","Come back again to show me how tough you are.
I’ll be waiting!"
"Twn/13/02/101.dat","64","Receptionist","ムッフッフ
まさか スペシャルをクリアするとはな
ここまで 高みにのぼれたヤツはそうそう居ねぇ","Mwahaha. Who would’ve thought you’d clear 
the special rank. There’s not a lot of guys who 
managed climb this high."
"Twn/13/02/101.dat","67","Receptionist","おまえたちの勇姿 また見せてくれよ
いつでも挑戦を待ってるぜ！","Come back again to show me how tough you are.
I’m always here if you want a new challenge!"
"Twn/13/02/101.dat","73","Receptionist","ムッフッフッフ！
これで スペシャルに挑戦できるぞ
また良い勝負 見せてくれよ 待ってるぜ！","Mwahaha. With this, you can challenge
a special rank character. Stop by again to show a
good fight, I’ll be waiting!"
"Twn/13/02/101.dat","79","Receptionist","ムッフッフ 良い試合だったな
おつかれさん","Mwahaha. That was one hell of a fight! 
Well done!"
"Twn/13/02/101.dat","82","Receptionist","そうそう 喜べ
次から上級に 挑戦できるようになったぜ","Atta boy, congrats! Next time you can take on the 
advanced rank."
"Twn/13/02/101.dat","85","Receptionist","この調子で どんどん高みを目指してくれ
次回の挑戦 待ってるぜ","Keep on aiming higher with this attitude! I’ll be 
waiting for your next challenge."
"Twn/13/02/101.dat","91","Receptionist","ムッフッフ 良い試合だったな
おつかれさん","Mwahaha. That was one hell of a good fight! 
Well done!"
"Twn/13/02/101.dat","94","Receptionist","そうそう 喜べ
次から中級に 挑戦できるようになったぜ","Atta boy, congrats! Next time you can take on the 
intermediate rank."
"Twn/13/02/101.dat","97","Receptionist","この調子で どんどん高みを目指してくれ
次回の挑戦 待ってるぜ","Keep on aiming higher with this attitude! I’ll be 
waiting for your next challenge."
"Twn/13/02/101.dat","102","Receptionist","ムッフッフッフ
おめでとう！
またの挑戦を待ってるぜ","Mwahaha. Congrats! I’ll be waiting if you want 
a new challenge."
"Twn/13/02/101.dat","124","Receptionist","残念だったな…
しかし あの女相手じゃ仕方ねぇ","How unfortunate! But against Milla it cannot 
be helped."
"Twn/13/02/101.dat","127","Receptionist","また挑戦したくなったら
シングルでスペシャルランクを選べば
あの女と戦えるぜ","Choose the special rank in the single player 
course if you want to fight her again."
"Twn/13/02/101.dat","130","Receptionist","それまで 鍛えて鍛えて鍛えまくれ！
ムッフッフッフ 挑戦待ってるぜ！","Until then, train over and over again! Mwahahah 
I’ll be waiting for your next challenge!"
"Twn/13/02/101.dat","137","Receptionist","残念だったな…
しかし あの兄妹相手じゃ仕方ねぇ","How unfortunate! But against Kohaku and Hisui 
there’s not much else you can do."
"Twn/13/02/101.dat","140","Receptionist","また挑戦したくなったら
パーティーでスペシャルランクを選べば
あの兄妹と戦えるぜ","Choose the special rank in the party player 
course if you want to fight her again."
"Twn/13/02/101.dat","143","Receptionist","それまで 鍛えて鍛えて鍛えまくれ！
ムッフッフッフ 挑戦待ってるぜ！","Until then, train over and over again! Mwahahah 
I’ll be waiting for your next challenge!"
"Twn/13/02/101.dat","148","Receptionist","ムッフッフッフ
残念だったな
またの挑戦 待ってるぜ","Mwahahah. That’s too bad. Better luck next time."
"Twn/13/03/100.dat","13","Receptionist","ムッフッフッフ よく来たな
ここは 転遷闘技場アキレアだ","Mwahahah.
Welcome to the Wandering Arena, Achillea!"
"Twn/13/03/100.dat","16","Receptionist","お前たち 闘技場は初めてだろう？
そんな顔をしているぞ
ここの説明は聞くか？","You’ve never been in our arena before, right? 
You’ve got that look on your face. Want me to 
explain how this place works for you."
"Twn/13/03/100.dat","20/0","","聞く","Yes"
"Twn/13/03/100.dat","20/1","","聞かない","No"
"Twn/13/03/100.dat","22","Receptionist","この闘技場ではな アイテムの使用
及び 料理と逃走が禁止されている","During the matches you can’t use items or cook. 
And also... heheheh, you can’t leave once the 
tournament begins!"
"Twn/13/03/100.dat","25","Receptionist","まっ アイテムに頼らず
己の腕のみで 戦い抜けってこった
ムッフッフ 闘技場らしいだろ？","The tournament is a place to test your skills, so
of course items would be banned.
That’s the way of the arena. Mwahahaha!"
"Twn/13/03/100.dat","28","Receptionist","おっと 言い忘れるところだった
料理はな 事前に食べたからといって
効果は発揮されないからな 注意しろ","Oh, I almost forgot. Even if you eat food beforehand,
its effects won’t be applied, so be careful."
"Twn/13/03/100.dat","31","Receptionist","それで闘技場に参加するにはだな…
まず 参加するコースを決めるんだ","So, to join the arena...
First, decide which course you want to tackle."
"Twn/13/03/100.dat","34","Receptionist","シングルは その名の通り一人で戦う
誰を参加させるか 選べるぞ","“Single”, as the name implies, means you can
only choose one party member to participate."
"Twn/13/03/100.dat","37","Receptionist","パーティーは 現在セットされている
戦闘参加キャラが そのまま反映されるから
気をつけろよ","“Party” means you can choose up to 4 party
members to participate in the fight.
Choose them wisely. "
"Twn/13/03/100.dat","40","Receptionist","これらのコースはな ５回勝ち抜けば
そのランクを制覇したことになって
クラスに応じた賞品が 与えられる","You’ll only unlock the next difficulty and win the
prize if you win five matches in a row."
"Twn/13/03/100.dat","43","Receptionist","そうそう 仮に負けちまっても
ゲームオーバーにはならねぇから安心しろ","Don’t worry if you lose. Being defeated in battle
here won’t give you a Game Over."
"Twn/13/03/100.dat","48","Receptionist","エクストラは… 自分の目で確かめてみな
そっちの方が早いからな","As for the extra battle... I’ll let you see it for
yourself, it’ll be quicker that way."
"Twn/13/03/100.dat","52","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/03/100.dat","57","Receptionist","聞きたくなったら いつでも聞いてくれ
それで 今日はどうするんだ？","Whenever you need another explanation, feel free
to ask anytime. So what will it be today?"
"Twn/13/03/100.dat","77","Receptionist","ムッフッフ おまえら
上級に 挑戦できるようになったぞ","Mwahahah. Looks like you’re ready for the 
Advanced rank!"
"Twn/13/03/100.dat","80","Receptionist","中級をクリアしていたら 挑めるからな
この調子で どんどん高みを目指してくれ","Since you’ve passed Intermediate rank, you’re
ready for the next rank! Keep up the good work!"
"Twn/13/03/100.dat","83","Receptionist","おぉっと そうそう
それだけじゃなく エクストラも
挑戦できるようになったからな！","Oh yeah, you can now try the Extra Course too!"
"Twn/13/03/100.dat","86","Receptionist","エクストラは一回戦のみの
パーティーバトルだが 詳しい内容は秘密だ","Extras are one-round party battles, but the details
are a secret."
"Twn/13/03/100.dat","89","Receptionist","気になるなら 自分の目で確かめてみな
ただし 準備は しっかりやっとけよ","If you’re curious, try it out! Just make sure you’re
fully prepared."
"Twn/13/03/100.dat","92","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/03/100.dat","100","Receptionist","ムッフッフ おまえら
中級に 挑戦できるようになったぞ","Mwahahah. Looks like you’re ready for the 
Intermediate rank!"
"Twn/13/03/100.dat","103","Receptionist","初級をクリアしていたら 挑めるからな
この調子で どんどん高みを目指してくれ","Since you’ve passed Beginner rank, you’re ready
for the next rank! Keep up the good work!"
"Twn/13/03/100.dat","106","Receptionist","おぉっと そうそう
それだけじゃなく エクストラも
挑戦できるようになったからな！","Oh yeah, you can now try the Extra Course too!"
"Twn/13/03/100.dat","109","Receptionist","エクストラは一回戦のみの
パーティーバトルだが 詳しい内容は秘密だ","Extras are one-round party battles, but the details
are a secret."
"Twn/13/03/100.dat","112","Receptionist","気になるなら 自分の目で確かめてみな
ただし 準備は しっかりやっとけよ","If you’re curious, try it out! Just make sure you’re
fully prepared."
"Twn/13/03/100.dat","115","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/03/100.dat","122","Receptionist","ムッフッフ お前たち
今日からエクストラに
挑戦できるようになったぞ！","Mwahahaha! Starting today, you can take on the
Extra Course!
Are you ready to take on the challenge!?"
"Twn/13/03/100.dat","125","Receptionist","エクストラは一回戦のみの
パーティーバトルだが 詳しい内容は秘密だ","Extras are one-round party battles, but the details
are a secret."
"Twn/13/03/100.dat","128","Receptionist","気になるなら 自分の目で確かめてみな
ただし 準備は しっかりやっとけよ","If you’re curious, try it out! Just make sure you’re
fully prepared."
"Twn/13/03/100.dat","131","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/03/100.dat","138","Receptionist","ムッフッフ 喜べ
上級に 挑戦できるようになったぞ","Mwahahah. Congratz!
You’re ready for the Advanced rank!"
"Twn/13/03/100.dat","141","Receptionist","中級をクリアしていたら 挑めるからな
この調子で どんどん高みを目指してくれ","Since you’ve passed Intermediate rank, you’re
ready for the next rank! Keep up the good work!"
"Twn/13/03/100.dat","144","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/03/100.dat","151","Receptionist","ムッフッフ 喜べ
中級に 挑戦できるようになったぞ","Mwahahah. Congratz!
You’re ready for the Intermediate rank!"
"Twn/13/03/100.dat","154","Receptionist","初級をクリアしていたら 挑めるからな
この調子で どんどん高みを目指してくれ","Since you’ve passed Beginner rank, you’re ready
for the next rank! Keep up the good work!"
"Twn/13/03/100.dat","157","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/03/100.dat","163","Receptionist","よく来たな
それで 今日はどうするんだ？","You’re back! So what will it be today?"
"Twn/13/03/100.dat","169/0","","参加する","Participate"
"Twn/13/03/100.dat","169/1","","説明を聞く","How does it work?"
"Twn/13/03/100.dat","169/2","","やめる","Leave"
"Twn/13/03/100.dat","171","Receptionist","それで 今日はどうするんだ？","So what will it be today?"
"Twn/13/03/100.dat","176","Receptionist","戦いたくなったら また来るがいい
いつでも 待ってるぜ","Come talk to me when you feel like entering the
arena. I’ll be here."
"Twn/13/03/100.dat","183","Receptionist","それで どのコースにするんだ？","Which course do you wanna participate in?"
"Twn/13/03/100.dat","189/0","","シングル","Single"
"Twn/13/03/100.dat","189/1","","パーティー","Party"
"Twn/13/03/100.dat","189/2","","前に戻る","Go back"
"Twn/13/03/100.dat","192/0","","シングル","Single"
"Twn/13/03/100.dat","192/1","","パーティー","Party"
"Twn/13/03/100.dat","192/2","","エクストラ","Extra"
"Twn/13/03/100.dat","192/3","","前に戻る","Go back"
"Twn/13/03/100.dat","200","Receptionist","誰が参加するんだ？","Who’s going in?"
"Twn/13/03/100.dat","262","Receptionist","どのランクにするんだ？","What rank do you wanna participate in?"
"Twn/13/03/100.dat","271/0","","初級 ５０ガルド","Beginner - 50 Gald"
"Twn/13/03/100.dat","271/1","","前に戻る","Go back"
"Twn/13/03/100.dat","277/0","","初級 ５０ガルド","Beginner - 50 Gald"
"Twn/13/03/100.dat","277/1","","中級 ５００ガルド","Intermediate - 500 Gald"
"Twn/13/03/100.dat","277/2","","前に戻る","Go back"
"Twn/13/03/100.dat","283/0","","初級 ５０ガルド","Beginner - 50 Gald"
"Twn/13/03/100.dat","283/1","","中級 ５００ガルド","Intermediate - 500 Gald"
"Twn/13/03/100.dat","283/2","","上級 １０００ガルド","Advanced - 1000 Gald"
"Twn/13/03/100.dat","283/3","","前に戻る","Go back"
"Twn/13/03/100.dat","289/0","","初級 ５０ガルド","Beginner - 50 Gald"
"Twn/13/03/100.dat","289/1","","中級 ５００ガルド","Intermediate - 500 Gald"
"Twn/13/03/100.dat","289/2","","上級 １０００ガルド","Advanced - 1000 Gald"
"Twn/13/03/100.dat","289/3","","スペシャル ２０００ガルド","Special - 2000 Gald"
"Twn/13/03/100.dat","289/4","","前に戻る","Go back"
"Twn/13/03/100.dat","323/0","","初級 １００ガルド","Beginner - 100 Gald"
"Twn/13/03/100.dat","323/1","","前に戻る","Go back"
"Twn/13/03/100.dat","329/0","","初級 １００ガルド","Beginner - 100 Gald"
"Twn/13/03/100.dat","329/1","","中級 １０００ガルド","Intermediate - 1000 Gald"
"Twn/13/03/100.dat","329/2","","前に戻る","Go back"
"Twn/13/03/100.dat","335/0","","初級 １００ガルド","Beginner - 100 Gald"
"Twn/13/03/100.dat","335/1","","中級 １０００ガルド","Intermediate - 1000 Gald"
"Twn/13/03/100.dat","335/2","","上級 ２０００ガルド","Advanced - 2000 Gald"
"Twn/13/03/100.dat","335/3","","前に戻る","Go back"
"Twn/13/03/100.dat","341/0","","初級 １００ガルド","Beginner - 100 Gald"
"Twn/13/03/100.dat","341/1","","中級 １０００ガルド","Intermediate - 1000 Gald"
"Twn/13/03/100.dat","341/2","","上級 ２０００ガルド","Advanced - 2000 Gald"
"Twn/13/03/100.dat","341/3","","スペシャル ４０００ガルド","Special - 4000 Gald"
"Twn/13/03/100.dat","341/4","","前に戻る","Go back"
"Twn/13/03/100.dat","371","Receptionist","おいおい 戦える体じゃねぇぞ？
一度 宿にでも行って 出直してきな","Whoa whoa whoa - you aren’t fit to fight right now.
Come back after visiting an inn, okay?"
"Twn/13/03/100.dat","379","Receptionist","おいおい 金が足りねぇみたいだ
一度 出直してきな","Hold up, you don’t have enough money.
Come back after saving more gald."
"Twn/13/03/100.dat","392","Receptionist","どいつと戦うんだ？","Who are you going to fight?"
"Twn/13/03/100.dat","398/0","","アルベール １万ガルド","Albert - 10000 Gald"
"Twn/13/03/100.dat","398/1","","シアン １万ガルド","Sian - 10000 Gald"
"Twn/13/03/100.dat","398/2","","チトセ １万ガルド","Chitose - 10000 Gald"
"Twn/13/03/100.dat","398/3","","ハスタ １万ガルド","Hasta - 10000 Gald"
"Twn/13/03/100.dat","398/4","","ガードル １万ガルド","Gardle - 10000 Gald"
"Twn/13/03/100.dat","398/5","","前に戻る","Go back"
"Twn/13/03/100.dat","429","Receptionist","ムッフッフッフッフ
準備はいいな？
では 健闘を祈る","Mwahahah. You ready? May the odds be ever in 
your favor!"
"Twn/13/03/101.dat","40","Receptionist","ムッフッフ
まさか 乱入者を倒すとはな","Mwahaha. Who would’ve thought you’d defeat 
the intruder."
"Twn/13/03/101.dat","43","Receptionist","これからは スペシャルランクとして
あいつと戦えるぜ","From now on, you’ll be able to refight them
at the special rank battles."
"Twn/13/03/101.dat","46","Receptionist","おまえたちの勇姿 また見せてくれよ
待ってるぜ！","Come back again to show me how tough you are.
I’ll be waiting!"
"Twn/13/03/101.dat","53","Receptionist","ムッフッフ
まさか 乱入者を倒すとはな","Mwahaha. Who would’ve thought you’d defeat 
the intruder."
"Twn/13/03/101.dat","56","Receptionist","これからは スペシャルランクとして
あいつらと戦えるぜ","From now on, you’ll be able to refight them
at the special rank battles."
"Twn/13/03/101.dat","59","Receptionist","おまえたちの勇姿 また見せてくれよ
待ってるぜ！","Come back again to show me how tough you are.
I’ll be waiting!"
"Twn/13/03/101.dat","65","Receptionist","ムッフッフ
まさか スペシャルをクリアするとはな
ここまで 高みにのぼれたヤツはそうそう居ねぇ","Mwahaha. Who would’ve thought you’d clear 
the special rank. There’s not a lot of guys who 
managed climb this high."
"Twn/13/03/101.dat","68","Receptionist","おまえたちの勇姿 また見せてくれよ
いつでも挑戦を待ってるぜ！","Come back again to show me how tough you are.
I’m always here if you want a new challenge!"
