"File","Field","Index","Speakers","Japanese","Speakers (E)","English","LineBreak"
"5063.dat","line","60","5 [スパーダ]","じゃあ　オレ　イリア　エルにキュキュ
ルカ　アンジュ　コンウェイにおっさんで
どうだ？","5 [Spada]","Then Illia, Hermie, and QQ will be with me. 
Ange, Kongwei, and Ricardo will be with Ruca.
How’s that?","TRUE"
"5063.dat","line","65","6 [コンウェイ]","ボク抜きって言ったのになぁ","6 [Kongwei]","I thought I made it clear that
I preferred to be uninvolved...","TRUE"
"5063.dat","line","69","5 [スパーダ]","逃がさねェぜ
お前も　参加しろよ","5 [Spada]","I won’t let you get away, you’re joining too!","TRUE"
"5063.dat","line","74","8 [コーダ]","スパーダ　コーダを忘れるな　しかし！","8 [Coda]","Spada, you forgot about Coda though!","TRUE"
"5063.dat","line","79","5 [スパーダ]","コーダは好きな方に入れ","5 [Spada]","Alright, you choose what team you want to be on.","TRUE"
"5063.dat","line","84","8 [コーダ]","おー　わかったんだな
コーダ　みんな　倒すんだな","8 [Coda]","Oh, okay!
Coda will defeat everyone!","TRUE"
"5063.dat","line","89","5 [スパーダ]","おっ　やる気満々じゃねェか！
こりゃあ　楽しみだぜ","5 [Spada]","Oh! You’re really going for it, aren’tcha?
This is gonna be fun!","TRUE"
"5063.dat","line","93","4 [キュキュ]","早く行く！
キュキュ　待ちきれない！　わくわく！","4 [QQ]","Let’s go! We go!
QQ can’t take it anymore! Excited!","TRUE"
"5063.dat","line","96","3 [アンジュ]","そうね
さぁ　みんな　行きましょう","3 [Ange]","Indeed, let us be off. ","TRUE"
"5063.dat","line","112","7 [リカルド]","雪合戦など…ガキの遊びだな
","7 [Ricardo]","A snowball fight, huh...?
","TRUE"
"5063.dat","line_addition","114","","さて　武器の手入れでもやるか
","","I should go tend to our munitions.","TRUE"
"5063.dat","line","117","0 [エルマーナ]","リカルドのおっちゃん～！
なにしてるん～？　はよ　来てぇな～！
終わってまうで！","0 [Hermana]","Hey, Uncle Ricardo! What’re ya doin’?
Come over here! It’s ’bout ta end!","TRUE"
"5063.dat","line","120","3 [アンジュ]","リカルドさん！　急いでください！
負けてしまいます…！","3 [Ange]","Sir Ricardo, please hurry!
We are about to lose...!","TRUE"
"5063.dat","line","125","7 [リカルド]","このようなことは
契約には入っていないんだがな…","7 [Ricardo]","This was not in the contract...","TRUE"
"5063.dat","line","130","7 [リカルド]","まったく…　風邪をひいてもしらんぞ","7 [Ricardo]","Good grief, don’t blame me if you catch a cold!","TRUE"
"5064.dat","title","637","","叫ぶの禁止","","Shouting is Prohibited","FALSE"
"5064.dat","speaker","0","","エルマーナ","","Hermana","FALSE"
"5064.dat","speaker","1","","イリア","","Illia","FALSE"
"5064.dat","speaker","2","","リカルド","","Ricardo","FALSE"
"5064.dat","speaker","3","","アンジュ","","Ange","FALSE"
"5064.dat","line","1","0 [エルマーナ]","うわぁぁぁ！！
寒い！　寒い！　めっちゃ寒い！！","0 [Hermana]","Ahhhh COLD! COLD!
REALLY COLD!","TRUE"
"5064.dat","line","6","1 [イリア]","エル！　そんな叫ばないでよ！
こっちまで寒くなるじゃない！！","1 [Illia]","Hermie, can you please stop shouting!?
It’ll get colder at this rate!","TRUE"
"5064.dat","line","11","0 [エルマーナ]","しゃーないやん！
めちゃめちゃ寒いねんもん！！","0 [Hermana]","It can’t be helped!
It’s really, REALLY COLD!","TRUE"
"5064.dat","line","15","1 [イリア]","こっちも我慢してるんだから
あんたも我慢しなさいよ！","1 [Illia]","Hey! I’m trying my best here,
so you should too!
","TRUE"
"5064.dat","line","19","2 [リカルド]","寒いのは分かるが　あまり叫ぶな
雪崩が起きたらどうする","2 [Ricardo]","Look. I know it’s cold, but what will
you do if that shouting of yours
causes an avalanche?","TRUE"
"5064.dat","line","23","0 [エルマーナ]","リカルドのおっちゃんは　ええやん！
そないに暖かそうな格好しとるんやし！","0 [Hermana]","Ya say that, but aren’t ya dressed warmly,
Uncle Ricardo?","TRUE"
"5064.dat","line","27","1 [イリア]","そうよ！
そのコートを貸してくれるくらいの
優しさはないわけ！？","1 [Illia]","Yeah! Why don’t you lend us your coat, then?
At least that’d be nice!","TRUE"
"5064.dat","line","31","0 [エルマーナ]","そーや！　そーや！","0 [Hermana]","Yeah! Yeah!","TRUE"
"5064.dat","line","36","2 [リカルド]","いい加減にしろ！
叫ぶなと言ってるだろう！！","2 [Ricardo]","BEHAVE, YOU TWO!
Stop shouting!","TRUE"
"5064.dat","line","45","3 [アンジュ]","リカルドさん　しーっ","3 [Ange]","Sir Ricardo, shhh...","TRUE"
"5064.dat","line","50","2 [リカルド]","……すまん","2 [Ricardo]","Apologies...","TRUE"
"5065.dat","title","638","","静かなコーダ","","Quiet Coda","FALSE"
"5065.dat","speaker","0","","コーダ","","Coda","FALSE"
"5065.dat","speaker","1","","イリア","","Illia","FALSE"
"5065.dat","speaker","2","","リカルド","","Ricardo","FALSE"
"5065.dat","speaker","3","","スパーダ","","Spada","FALSE"
"5065.dat","speaker","4","","エルマーナ","","Hermana","FALSE"
"5065.dat","speaker","5","","ルカ","","Ruca","FALSE"
"5065.dat","speaker","6","","キュキュ","","QQ","FALSE"
"5065.dat","speaker","7","","コンウェイ","","Kongwei","FALSE"
"5065.dat","speaker","8","","アンジュ","","Ange","FALSE"
"5065.dat","line","1","0 [コーダ]","…………………………………………","0 [Coda]","...","TRUE"
"5065.dat","line","5","1 [イリア]","コーダ　あんたさっきから黙ってるけど
どうしたのよ？","1 [Illia]","Aren’t you being a bit too quiet, Coda?
What’s wrong?","TRUE"
"5065.dat","line","9","0 [コーダ]","…………………………………………","0 [Coda]","...","TRUE"
"5065.dat","line","12","1 [イリア]","なに？　お腹でも減ったの？
ご飯なら　まだないわよ","1 [Illia]","What? Are you hungry?
It’s not lunchtime yet, though...","TRUE"
"5065.dat","line","16","0 [コーダ]","……イリア　なんだか眠いんだな","0 [Coda]","Illia... I’m sleepy...","TRUE"
"5065.dat","line","20","1 [イリア]","はぁ？　眠い？　言っておくけど
今　眠ったら問答無用で置いてくわよ","1 [Illia]","Huh? Sleepy? Look, if you fall asleep
here we’re leaving you behind.","TRUE"
"5065.dat","line","23","2 [リカルド]","待て　イリア　この症状は……","2 [Ricardo]","Illia, wait, this is...","TRUE"
"5065.dat","line","29","1 [イリア]","なによ…？","1 [Illia]","What?","TRUE"
"5065.dat","line","33","2 [リカルド]","まずいな…　このままでは……
どこかで火をおこして
暖を取るしかなさそうだな","2 [Ricardo]","This is bad... we need to make a fire
somewhere and keep him warm.","TRUE"
"5065.dat","line","37","2 [リカルド]","スパーダ　エルマーナ
風の当たらない場所を探してきてくれ","2 [Ricardo]","Spada, Hermana, look for a place
where there’s no wind.","TRUE"
"5065.dat","line","40","3 [スパーダ]","ああ","3 [Spada]","Gotcha...","TRUE"
"5065.dat","line","47","1 [イリア]","な　なに？　コーダ　ヤバイの？
ねぇ　どうなの？","1 [Illia]","What? Is Coda sick?
Wh-what’s wrong?","TRUE"
"5065.dat","line","51","7 [コンウェイ]","このまま眠ってしまったら
二度と起きないだろうね","7 [Kongwei]","If he falls asleep now,
he might never wake up again...","TRUE"
"5065.dat","line","55","1 [イリア]","そんな……","1 [Illia]","No way...","TRUE"
"5065.dat","line","60","0 [コーダ]","ぬふぅ……　イリアー
なんだか　気持ちいいん……だな……","0 [Coda]","Illia... it feels comfortable... though...","TRUE"
"5065.dat","line","65","1 [イリア]","こ　こら！　寝ちゃダメ！　寝ちゃダメだって！","1 [Illia]","C-Coda, don’t! Don’t you dare fall asleep, you rat!","TRUE"
"5065.dat","line","69","0 [コーダ]","…イリア…うるさい………だ…な…","0 [Coda]","You’re... Too noisy... Illia...","TRUE"
"5065.dat","line","72","1 [イリア]","このまま寝たら　ずーっと
ご飯が食べられなくなっちゃうわ！
それでもいいの！？","1 [Illia]","Look, if you fall asleep now you
won’t get to eat any more.
Are you fine with that?","TRUE"
"5065.dat","line","76","0 [コーダ]","………それ…ダメ………だ…な…","0 [Coda]","That’s... not... good... though...","TRUE"
"5065.dat","line","80","6 [キュキュ]","コーダ　ご飯！！","6 [QQ]","Coda, food!","TRUE"
"5065.dat","line","87","0 [コーダ]","メシ　どこなんだな！？","0 [Coda]","Food!? Where!?","TRUE"
"5065.dat","line","102","0 [コーダ]","キュキュ　今日はなんなんだな？
しかし　早く食べたいんだな","0 [Coda]","QQ, what are we eating today?
Though, Coda wants to eat immediately!","TRUE"
"5065.dat","line_speaker","109","","イリア","","Illia","FALSE"
"5065.dat","line","109","1 [イリア]
6 [キュキュ]","………………………","1 [Illia]
6 [QQ]","...","TRUE"
"5065.dat","line","117","8 [アンジュ]","食い意地に助けられたのね","8 [Ange]","It seems that his gluttony saved him this time...","TRUE"
"5065.dat","line","123","1 [イリア]","でも　よかった…","1 [Illia]","Still... What a relief...","TRUE"
"5065.dat","line","129","2 [リカルド]","迷惑な生き物だ　まったく…
気を取り直して　先へ進もう","2 [Ricardo]","Troublesome rat.
Let’s regroup and then move forward.","TRUE"
"5065.dat","line","135","5 [ルカ]","そういえば　スパーダたちは？","5 [Ruca]","By the way... Where’s Spada?","TRUE"
"5065.dat","line_speaker","149","","みんな","","Everyone","FALSE"
"5065.dat","line","149","1 [イリア]
2 [リカルド]
6 [キュキュ]
7 [コンウェイ]
8 [アンジュ]","あっ…","1 [Illia]
2 [Ricardo]
6 [QQ]
7 [Kongwei]
8 [Ange]","Oh...","TRUE"
"5066.dat","title","575","","小さな優しさ","","A Sliver of Happiness","FALSE"
"5066.dat","speaker","0","","アンジュ","","Ange","FALSE"
"5066.dat","speaker","1","","リカルド","","Ricardo","FALSE"
"5066.dat","line_speaker","3","","アンジュ","","Ange","FALSE"
"5066.dat","line","3","","…………………………………","","...","TRUE"
"5066.dat","line","7","1 [リカルド]","眠れないのか？","1 [Ricardo]","Can’t sleep?","TRUE"
"5066.dat","line","12","0 [アンジュ]","リカルドさん…
","0 [Ange]","Oh, Sir Ricardo... ","TRUE"
"5066.dat","line_addition","15","","…今日は　星が綺麗ですから
","","It is because the stars are shining so 
brightly tonight.
","TRUE"
"5066.dat","line","18","1 [リカルド]","そんなふうに窓辺に立っていては　体が冷える
これでも飲め","1 [Ricardo]","If you stay there for too long, you’ll catch a cold.
Here, drink this.","TRUE"
"5066.dat","line","30","0 [アンジュ]","これは……ホットミルクですか","0 [Ange]","Is this... hot milk?","TRUE"
"5066.dat","line","36","1 [リカルド]","よく眠れるそうだ","1 [Ricardo]","It’ll help you sleep better.","TRUE"
"5066.dat","line","39","0 [アンジュ]","お気遣い感謝します
………","0 [Ange]","Thanks for worrying about me... ","TRUE"
"5066.dat","line_addition","42","","温かいですね","","It is warm...","TRUE"
"5066.dat","line","46","1 [リカルド]","……考え事もいいが
あまり根を詰めると体がもたんぞ","1 [Ricardo]","It’s nice to reflect every once in a while,
but don’t forget to rest.","TRUE"
"5066.dat","line","49","1 [リカルド]","依頼人の体調管理不足で倒れられては
かなわんからな","1 [Ricardo]","After all, I don’t want my client collapsing 
because they failed to take care of themselves.","TRUE"
"5066.dat","line","52","0 [アンジュ]","ふふ…　そうですね　すみません
では　もう寝ますね
リカルドさん　ご馳走様です","0 [Ange]","You are correct, thank you...
Then, I shall go on to bed.","TRUE"
"5066.dat","line","55","0 [アンジュ]","おやすみなさい","0 [Ange]","Good night.","TRUE"
"5067.dat","title","601","","揺れるアンジュ","","Wavering Ange","FALSE"
"5067.dat","speaker","0","","アンジュ","","Ange","FALSE"
"5067.dat","speaker","1","","イリア","","Illia","FALSE"
"5067.dat","line_speaker","4","","アンジュ","","Ange","FALSE"
"5067.dat","line","4","","……………………………………","","...","TRUE"
"5067.dat","line","9","1 [イリア]","アンジュ　なにしてんの？
","1 [Illia]","Ange, what are you--
","TRUE"
"5067.dat","line_addition","12","","あ……　お祈り中…　
","","Oh, you were praying...
","TRUE"
"5067.dat","line_addition","15","","ジャマしてゴメン","","Sorry...","TRUE"
"5067.dat","line","22","0 [アンジュ]","もう終わったわ
ねぇイリア　なにかあったの？","0 [Ange]","I have already finished.
Do you need something, Illia?","TRUE"
"5067.dat","line","28","1 [イリア]","特には　アンジュが動かないから
なにしてるのかなって　思ってね","1 [Illia]","I was wondering why you’ve been 
standing still lately, like you’re 
lost in thought or something.","TRUE"
"5067.dat","line","33","0 [アンジュ]","あら　心配かけちゃったみたいね
ごめんなさい","0 [Ange]","Oh, you must have been worried.
I am sorry...","TRUE"
"5067.dat","line","37","1 [イリア]","こっちこそジャマしてゴメン…
","1 [Illia]","No, I’m sorry for disturbing...
","TRUE"
"5067.dat","line_addition","40","","ところでアンジュ
なにか気になることでもあったの？
","","Are you sure nothing’s bothering you?","TRUE"
"5067.dat","line","43","1 [イリア]","アンジュがお祈りしているところを
見るのは　久々だし","1 [Illia]","It’s been a long while since I’ve last seen you pray.","TRUE"
"5067.dat","line","48","0 [アンジュ]","ふふ　私は聖職者よ？
祈るのは　仕事のひとつ
イリアも良かったら一緒にどう？","0 [Ange]","*giggle* I am a priest, remember?
It is my job to pray for others.
Would you like to join me?","TRUE"
"5067.dat","line","53","1 [イリア]","眠くなりそうだし　あたしはやめとく","1 [Illia]","I’m feeling drowsy, so I’ll pass.","TRUE"
"5067.dat","line","57","0 [アンジュ]","残念　それじゃあ　もうそろそろ寝ましょう
明日も早いしね","0 [Ange]","How unfortunate, then let us be be off to bed.
We will be leaving early tomorrow, after all.","TRUE"
"5067.dat","line","62","1 [イリア]","じゃあ　あたし準備してくる","1 [Illia]","Aight, then I’ll get ready.","TRUE"
"5067.dat","line","70","0 [アンジュ]","…………ヒンメル…
私…私は…………","0 [Ange]","...Himmel... I...","TRUE"
"5068.dat","title","639","","飛行船の旅","","Airship Travel ","FALSE"
"5068.dat","speaker","0","","イリア","","Illia","FALSE"
"5068.dat","speaker","1","","ルカ","","Ruca","FALSE"
"5068.dat","line","1","0 [イリア]","ふんふ～～～～ん♪","0 [Illia]","*humming*","TRUE"
"5068.dat","line","7","1 [ルカ]","イリア　ご機嫌だね
なにかイイコトでもあったの？","1 [Ruca]","You seem to be in a good mood.
Something happen?","TRUE"
"5068.dat","line","11","0 [イリア]","もっちろん　飛行船が手に入った今
世界中を行き来できるのよ？
しかも　酔わないときたら　ご機嫌にもなるわよ","0 [Illia]","Of course I am, we have an airship now!
We can go almost anywhere! ...And no 
more of that damn seasickness, anymore!","TRUE"
"5068.dat","line","16","0 [イリア]","は～～～…
今までの旅を振り返ると　ホント大変だったわ
特に船！　船酔い最悪だったもの","0 [Illia]","*Sigh* It’s been really tough up ’til now...
So many boats... Seasickness is the worst.","TRUE"
"5068.dat","line","21","1 [ルカ]","船の旅も面白いと思うんだけどなぁ","1 [Ruca]","I thought going by ship was interesting though.","TRUE"
"5068.dat","line","27","0 [イリア]","あんたは楽しくても
あたしは面白くもなんともないの！","0 [Illia]","For you, maybe!?
Definitely NOT for me!","TRUE"
"5068.dat","line","34","1 [ルカ]","う…　ごめん…","1 [Ruca]","Right... sorry...","TRUE"
"5068.dat","line","39","0 [イリア]","なにションボリしてんのよ
そんな顔しないでさ
あっちで一緒に景色でも見ない？","0 [Illia]","And why the heck are you sulking now!?
C’mon, don’t give me that face.","TRUE"
"5068.dat","line","43","0 [イリア]","さっき　スッゴイ綺麗なところ見つけたのよ♪","0 [Illia]","Y’know what? I know this really pretty
place, wanna go see it with me?","TRUE"
"5068.dat","line","50","1 [ルカ]","え？　本当
それは見たいなぁ","1 [Ruca]","Really?
Sure, why not?","TRUE"
"5068.dat","line","53","0 [イリア]","んじゃ　行くわよ！","0 [Illia]","Let’s go～!","TRUE"
"5070.dat","title","640","","侮れない","","Don’t Underestimate","FALSE"
"5070.dat","speaker","0","","スパーダ","","Spada","FALSE"
"5070.dat","speaker","1","","リカルド","","Ricardo","FALSE"
"5070.dat","speaker","2","","ルカ","","Ruca","FALSE"
"5070.dat","speaker","3","","エルマーナ","","Hermana","FALSE"
"5070.dat","line","0","0 [スパーダ]","なぁ　ルカ　あのおっさん
なんか緊張してねェか？","0 [Spada]","Hey, Ruca, doesn’t the old man
kinda look nervous?","TRUE"
"5070.dat","line","4","2 [ルカ]","なんでそう思うの？","2 [Ruca]","What makes you think so?","TRUE"
"5070.dat","line","7","0 [スパーダ]","いつもよりも　空気がこう
張り詰めてるっていうのか？
そんな感じがすんだよ","0 [Spada]","It kinda feels like, the atmosphere’s...
I don’t know, more tense than usual. ","TRUE"
"5070.dat","line","10","2 [ルカ]","うーん　いつもと変わらない気がするけど……","2 [Ruca]","Hm... it feels the same though...?","TRUE"
"5070.dat","line","14","0 [スパーダ]","案外　操縦するのに緊張していたりしてな","0 [Spada]","Like he’s nervous about steering
the airship or something...","TRUE"
"5070.dat","line","19","2 [ルカ]","まさか　リカルドなら　大丈夫だよ","2 [Ruca]","Ricardo? Nervous?
No way, I’m sure he’s fine.","TRUE"
"5070.dat","line","23","0 [スパーダ]","それならいいけどよ…","0 [Spada]","Hopefully...","TRUE"
"5070.dat","line_speaker","27","","エルマーナ","","Hermana","FALSE"
"5070.dat","line","27","3 [エルマーナ]","ルカ兄ちゃんたち　こっち来てみぃ！
すっごいのが見えるで！","3 [Hermana]","Hey, Ruca Bro! Come check this out!
This is awesome!","TRUE"
"5070.dat","line","32","0 [スパーダ]","おっ　行こうぜ　ルカ","0 [Spada]","Let’s go check it out, Ruca.","TRUE"
"5070.dat","line","39","1 [リカルド]","…………スパーダ　侮れないな","1 [Ricardo]","...I shouldn’t underestimate Spada.","TRUE"
"5071.dat","speaker","0","","ルカ","","Ruca","FALSE"
"5071.dat","speaker","1","","スパーダ","","Spada","FALSE"
"5071.dat","speaker","2","","リカルド","","Ricardo","FALSE"
"5071.dat","speaker","3","","コンウェイ","","Kongwei","FALSE"
"5071.dat","speaker","4","","アルベール","","Albert","FALSE"
"5071.dat","line","0","1 [スパーダ]","やっぱ　ガラムに来たら温泉だよな","1 [Spada]","The hot springs here are always a must-see.","TRUE"
"5071.dat","line","4","0 [ルカ]","そうだね
湯加減もちょうど良いし
僕　すっかりこの温泉　好きになっちゃったよ","0 [Ruca]","That’s true, the spring’s temperature here is just right.
I think I like it now.","TRUE"
"5071.dat","line","13","4 [アルベール]","やぁ　君たち　奇遇だね","4 [Albert]","Oh my, what a coincidence.","TRUE"
"5071.dat","line","17","2 [リカルド]","何故　貴様がここにいる","2 [Ricardo]","Why is a noble here?","TRUE"
"5071.dat","line","20","3 [コンウェイ]","彼　この国に用があるみたいだよ","3 [Kongwei]","I think he has something that he has to do in Garam.","TRUE"
"5071.dat","line","23","4 [アルベール]","ああ　けど時間が空いてしまってね
そんなとき　ここの温泉の話を聞いたのさ","4 [Albert]","Pretty much, I just happened to hear about the hot 
springs while I was on my free time.","TRUE"
"5071.dat","line","26","4 [アルベール]","それにしても　温泉とはなかなか良いね
是非　我が国テノスにも欲しい","4 [Albert]","At any rate, the hot springs here are quite nice. I 
definitely want one in Tenos.","TRUE"
"5071.dat","line","29","4 [アルベール]","ところで　君たちも居るということは
アンジュたちも温泉に？","4 [Albert]","That said, since you’re here does that mean Ange
is too...?","TRUE"
"5071.dat","line","33","0 [ルカ]","そうだけど…","0 [Ruca]","Yes, why...?","TRUE"
"5071.dat","line","37","1 [スパーダ]","おい
まさか　のぞくつもりじゃねェだろうな？","1 [Spada]","Hey, don’t tell me you’re planning on peeping on 
them...","TRUE"
"5071.dat","line","40","4 [アルベール]","まさか
そんな人間性を疑われるようなことはしないよ","4 [Albert]","As if, I’ll never do such a thing that will make others
doubt me.","TRUE"
"5071.dat","line","43","4 [アルベール]","それにボクは　さっきあがったところだからね
これ以上入ると　のぼせてしまうよ","4 [Albert]","On top of it all, I just got out you see. I might drown if
I go back in there.","TRUE"
"5071.dat","line","47","1 [スパーダ]","なら　いいけどよ…","1 [Spada]","Okay...","TRUE"
"5071.dat","line","50","4 [アルベール]","さて　折角だし
アンジュに会って来ようかな
またね","4 [Albert]","Now, since we’re here and all, I should go and greet
Ange. See ya～","TRUE"
"5071.dat","line","60","0 [ルカ]","あれ？　これ…","0 [Ruca]","Huh? What’s this...?","TRUE"
"5071.dat","line","67","3 [コンウェイ]","彼　なにか落としていったみたいだね","3 [Kongwei]","Looks like he dropped it.","TRUE"
"5071.dat","line","71","1 [スパーダ]","おい　それアンジュの写真じゃねェか
あいつ　いつの間に撮りやがったんだ？","1 [Spada]","Hey, isn’t that Ange’s picture...? Since when did he
take this...?","TRUE"
"5071.dat","line","75","0 [ルカ]","さぁ…？","0 [Ruca]","Who knows...?","TRUE"
"5072.dat","title","641","","アルベールとリカルド","","Albert and Ricardo","FALSE"
"5072.dat","speaker","0","","リカルド","","Ricardo","FALSE"
"5072.dat","speaker","1","","アルベール","","Albert","FALSE"
"5072.dat","speaker","2","","アルベール","","Albert","FALSE"
"5072.dat","speaker","3","","アルベール","","Albert","FALSE"
"5072.dat","speaker","4","","アンジュ","","Ange","FALSE"
"5072.dat","line","0","1 [アルベール]","ああ　リカルドくん
ちょうど良いところに
折り入って君に　頼みたいことがあるんだ","1 [Albert]","Oh, Ricardo!
Perfect timing!
I have something I want to ask of you.","TRUE"
"5072.dat","line","3","0 [リカルド]","悪いが俺は今　仕事中だ
他の依頼は請けかねる","0 [Ricardo]","Apologies, but I’m in the middle of work here.
Go ask someone else.","TRUE"
"5072.dat","line","6","1 [アルベール]","君にとって　悪い話ではないよ
話だけでも聞いていかないかい？","1 [Albert]","It’s nothing malicious, if that’s what you’re thinking.
Would you at least hear me out?","TRUE"
"5072.dat","line","9","0 [リカルド]","ふむ…
では　聞こう","0 [Ricardo]","...Hmph, fine.","TRUE"
"5072.dat","line","12","1 [アルベール]","最近のアンジュはどうだい？
聞かせてくれないか？","1 [Albert]","Tell me, how has Ange been recently?","TRUE"
"5072.dat","line","16","0 [リカルド]","は…？","0 [Ricardo]","Huh?","TRUE"
"5072.dat","line","19","1 [アルベール]","世界を旅するのも大変だろう
なにか困ったことはないかと思ってね","1 [Albert]","I mean, traveling must be quite burdensome, is it not? ","TRUE"
"5072.dat","line","22","1 [アルベール]","僕は　国を離れられないから
力になれることがあれば
全力で　サポートしたいんだ","1 [Albert]","Since I can’t really leave Tenos, I’d like to do what I
can if there’s something I can help with.","TRUE"
"5072.dat","line","29","0 [リカルド]","そんなものは本人に聞け
何故　俺に聞く","0 [Ricardo]","Then why don’t you just ask her directly?
Why me?","TRUE"
"5072.dat","line","33","1 [アルベール]","なかなか　彼女の口からは
困っていることを聞けないからね","1 [Albert]","Knowing her, it would be hard to learn what’s
troubling her if I asked her directly.","TRUE"
"5072.dat","line","39","0 [リカルド]","なるほど
だから　共に旅をしている俺に…か","0 [Ricardo]","I see, and that’s why you’re asking me.","TRUE"
"5072.dat","line","46","1 [アルベール]","ああ
それでどうかな？","1 [Albert]","Exactly. So, what do you think?","TRUE"
"5072.dat","line","50","0 [リカルド]","…高いぞ？","0 [Ricardo]","It’s gonna cost you.","TRUE"
"5072.dat","line","54","1 [アルベール]","それくらい平気さ","1 [Albert]","Fine by me.","TRUE"
"5072.dat","line","61","4 [アンジュ]","リカルドさん　アルベール
話は聞かせてもらいました
なにをしているんですか！","4 [Ange]","Albert! Ricardo! What do you think you are doing!?
Stop this at once!","TRUE"
"5072.dat","line","65","0 [リカルド]","なに　冗談だ","0 [Ricardo]","What? It’s just a joke.","TRUE"
"5072.dat","line","68","1 [アルベール]","ああ　冗談だよ　アンジュ
本気にしないでくれ","1 [Albert]","Do not worry, as Sir Ricardo said, it is, “just a joke.”
Please do not take it seriously.","TRUE"
"5072.dat","line","72","4 [アンジュ]","もう…
人の情報は　売っちゃダメですよ","4 [Ange]","Sheesh!
You must not sell other people’s information!","TRUE"
"5072.dat","line","76","4 [アンジュ]","アルベールも　次やったら
おしりペンペンですよ！","4 [Ange]","And you, Albert! If I catch you getting into these sorts of 
deals again, I... I will have no choice but to spank you!","TRUE"
"5072.dat","line","80","1 [アルベール]","あ…　ああ　わかった…
覚えておくよ","1 [Albert]","Oh... Right... I understand.
I-I’ll keep that in mind...","TRUE"
"5073.dat","title","576","","扉の向こうにいるのは？","","What’s Beyond that Door?","FALSE"
"5073.dat","speaker","0","","ルカ","","Ruca","FALSE"
"5073.dat","speaker","1","","スパーダ","","Spada","FALSE"
"5073.dat","speaker","2","","リカルド","","Ricardo","FALSE"
"5073.dat","speaker","3","","アルベール","","Albert","FALSE"
"5073.dat","speaker","4","","キュキュ","","QQ","FALSE"
"5073.dat","speaker","5","","アンジュ","","Ange","FALSE"
"5073.dat","line","2","0 [ルカ]","今日は　個室なんだね
じゃあ　僕は向こうの部屋を使わせてもらうね","0 [Ruca]","I guess we have a room for ourselves today.
I’ll go take that room over there.","TRUE"
"5073.dat","line","6","1 [スパーダ]","行こうぜ","1 [Spada]","Then I’ll take this one.","TRUE"
"5073.dat","line","14","2 [リカルド]","残っている部屋は　ここか
ふむ……","2 [Ricardo]","So this is my room, huh...","TRUE"
"5073.dat","line","19","3 [アルベール]","やぁ　リカルドくん
僕に用があると　キュキュさんから聞いたけど
なにか……","3 [Albert]","My, my, good day, Ricardo.
QQ told me that you wanted to see me.
What can I help--","TRUE"
"5073.dat","line","28","2 [リカルド]","キュキュ！　キュキュ！","2 [Ricardo]","QQ! GET YOUR ASS OVER HERE!","TRUE"
"5073.dat","line","36","4 [キュキュ]","リカルド　呼んだか？","4 [QQ]","Ricardo, you want to see me?","TRUE"
"5073.dat","line","39","2 [リカルド]","あれは　どういうことだ？
何故　俺の部屋にアルベールが居る？","2 [Ricardo]","What the hell? Can you please explain why 
on Terro is ALBERT inside my room!?","TRUE"
"5073.dat","line","43","4 [キュキュ]","アルベール　不満か？
そうか　わかた
キュキュ　次はもとがんばる","4 [QQ]","Oh do you not like Albert?
Okay! QQ will try her best next time!","TRUE"
"5073.dat","line","50","2 [リカルド]","待て
まだ話は終わってない！","2 [Ricardo]","Get back here, young lady!
I’m not finished talking yet!","TRUE"
"5073.dat","line","60","5 [アンジュ]","騒がしいわね
一体　なんの騒ぎ……
","5 [Ange]","How noisy, did something--
","TRUE"
"5073.dat","line_addition","63","","あら　アルベール
","","Oh hello, Albert.","TRUE"
"5073.dat","line","68","3 [アルベール]","やぁ　アンジュ
奇遇だね","3 [Albert]","Good day, Ange. What a fortunate coincidence 
meeting you here.","TRUE"
"5073.dat","line","71","5 [アンジュ]","ええ　本当
アルベールが宿に居るなんて
なにかあったの？","5 [Ange]","Yes, indeed. So, what brought you here?
Why were you in that room?","TRUE"
"5073.dat","line","74","3 [アルベール]","いいや　特には
そんなことより　これから食事でもどうかな？
とてもおいしい店を見つけたんだ","3 [Albert]","Nothing much. Anyways, would you like to have 
dinner with me? I found a restaurant selling the 
most exquisite food.","TRUE"
"5073.dat","line","79","5 [アンジュ]","まぁ　それはいいわね
是非　行きましょう","5 [Ange]","A grand idea. I would be glad to come with you.","TRUE"
"5073.dat","line","83","3 [アルベール]","君と食事が出来るなんて嬉しいよ
ありがとう","3 [Albert]","I’m very pleased to have dinner with you tonight.","TRUE"
"5073.dat","line","86","5 [アンジュ]","ふふっ　私もです
では　行きましょう","5 [Ange]","I should say the same.
Then, shall we go?","TRUE"
"5073.dat","line","95","2 [リカルド]","くっ…　キュキュ　どこに行ったんだ？","2 [Ricardo]","Tch... Where the hell is she!?","TRUE"
"5074.dat","title","617","","トマト嫌い","","I Hate Tomatoes","FALSE"
"5074.dat","speaker","0","","スパーダ","","Spada","FALSE"
"5074.dat","speaker","1","","コンウェイ","","Kongwei","FALSE"
"5074.dat","line","0","0 [スパーダ]","なぁ　コンウェイ
おまえ　トマトが嫌いだったんだな","0 [Spada]","Hey Kongwei, you hate tomatoes right?","TRUE"
"5074.dat","line","4","1 [コンウェイ]","なに？　突然","1 [Kongwei]","What is this all of a sudden?","TRUE"
